ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_340,???????????????,songguoxs/gpt4o-image-prompts,,"A flash snapshot taken in a small, crowded Japanese izakaya, filled with handwritten menus, old posters, and wooden textures. The lighting is from a direct on-camera flash, producing bright highlights, harsh shadows, and a slightly grainy texture that enhances the candid feeling.

The main subject is a young woman sitting on a wooden bar stool, turning her body slightly and looking back over her shoulder toward the camera. She wears a white button-up shirt and a short high-waisted checkered skirt, revealing her legs and adding to the youthful, casual tone of the scene.

Her face is softly lit by the flash — cheeks vividly blushed, red lips glossy, and eyes meeting the lens with a subtle, playful yet intimate expression. The smile is gentle but suggestive, carrying a slight sense of awareness and warmth. Her posture and gaze create a delicate tension between confidence and softness.

The background is dim and crowded with older patrons in dark clothes, contrasting with her bright presence. The composition is tight and spontaneous, typical of 90s Japanese disposable camera photography — high flash contrast, slight blur, and natural imperfection.

The overall mood is nostalgic, warm, and faintly ambiguous — capturing a moment that feels real, close, and emotionally charged, like a personal memory illuminated by flash rather than a staged portrait.","?????????????????????????,???????????????????????????????,???????????????????????,??????????
??????????????????,????,??????,?????????????????????,????,????????????????
?????????????——????,??????,???????,???????????????????????????,????????????????????????????????????
????,??????????????,????????????????????,?90????????????????——???????????????????
?????????,??????——???????????????,????????????,?????????",nature; photography; portrait; poster; vehicle,@cheerselflin,https://x.com/cheerselflin/status/1979203220061982872,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/340.jpeg,,
songguoxs_339,???????,songguoxs/gpt4o-image-prompts,,"The image features a subject with long, dark hair, dressed in a short-sleeved, cropped white top and a high-waisted, pleated blue mini skirt that ends well above mid-thigh, fitting snugly to accentuate the figure. The subject is captured in a slightly turned pose, leaning forward with one hand resting on a wall covered in a dense collage of overlapping posters, flyers, and advertisements in various colors such as red, yellow, blue, and white, with text in multiple languages, suggesting an urban or vintage environment. The wall appears worn, with visible creases and minor damage, adding to the nostalgic ambiance. The subject's facial expression, partially visible from a side angle, conveys a subtle mix of curiosity and playfulness. The lighting is dim with a warm tone, casting soft shadows that enhance the mood. The composition employs a low-angle perspective, drawing attention to the subject's lower body and the skirt's height, with a sharp focus on the subject against a slightly blurred background. The overall mood is provocative yet nostalgic, blending modern attire with a retro aesthetic. Technically, the image exhibits a deliberate soft-focus effect, contributing to a hazy, dreamlike quality that softens details and edges. Additionally, noticeable grain and noise texture are present, enhancing the vintage aesthetic and adding a tactile, gritty feel to the photograph. The resolution remains moderate, typical of digital photography, with a slightly desaturated color profile featuring a vintage filter effect. The aspect ratio is vertical, approximately 4:5, supporting the focused framing of the subject.",???????????????,??????????????????,????????,????,???????????,????,???????,??????????????????????????,??????????,??????????????????????,????????????,??????????????,???????????,??????????????????????????,????????,???????????????,???????????????????,?????????????????????????????,??????????????????????,????????????????,??????????,???????????,??????????????????,??????????????????????,???????????,??????????,?????????????????4:5,???????????,landscape; photography; portrait; poster; retro,@cheerselflin,https://x.com/cheerselflin/status/1979203321262149903,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/339.jpeg,,
songguoxs_338,???????????????,songguoxs/gpt4o-image-prompts,,"A massive spiral vortex tears through storm clouds above a futuristic illuminated city, revealing blue sky beyond a visual metaphor for artificial general intelligence breaking through the turbulence of current limitations to reach clarity beyond human comprehension.",??????????????,??????????????,???????? —— ??????????????????????????,??????????????,futuristic,@xxx,https://x.com/IamEmily2050/status/1979571282732777698,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/338.jpeg,,
songguoxs_337,???????????,songguoxs/gpt4o-image-prompts,,"a young beautiful sweet smiling Asian woman with soft brown hair tied loosely in a low ponytail with gentle face-framing bangs, sitting sideways on a narrow wooden bar stool inside a tiny, crowded Japanese izakaya, turning back toward the camera with a gentle natural smile; wearing a white blouse and gray plaid high-waisted shorts; surrounded by middle-aged and elderly Japanese men in dark suits chatting quietly beside her; the bar interior is narrow and dimly lit, walls covered with old handwritten menus and vintage posters, cluttered shelves of bottles, ceramics, and small trinkets; soft warm tungsten lighting with slight haze, smoke lingering in the air, evoking the scent of grilled food and sake; authentic candid moment, intimate social atmosphere, nostalgic Showa-era Japanese nightlife vibe;cozy ambient tungsten lighting, low contrast, muted color palette with subtle green tint, shallow depth of field, film-like softness, slight haze, nostalgic 35mm analog photo, visible fine film grain, authentic Japanese retro bar atmosphere, candid portrait, in the style of Daido Moriyama, Takashi Homma, and Wong Kar Wai, Kodak Portra 400 film aesthetic --ar 3:4 --v 7",????????????????,??????????????,??????????,??????????????????,?????????????,?????????;????????????????;??????????????????,??????????;?????????,?????????????????,??????????????????;????????????,????????,?????????????;???????,???????,??????????????;????????,????,?????,???????,???,???????,?????,??? 35 ??????,????????,???????????,?????,???????????????,?? Portra 400 ???? --ar 3:4 --v 7,food; interior; nature; photography; portrait; poster; retro,@MANISH1027512,https://x.com/MANISH1027512/status/1978672690740310181,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/337.jpeg,,
songguoxs_336,????????????,songguoxs/gpt4o-image-prompts,,"a dreamy intimate portrait of a beautiful realistic asian woman lying under a blanket, soft natural light, cozy warm bedroom, cinematic film grain, 35mm film aesthetic, shallow depth of field, soft focus, delicate skin texture, natural makeup, slightly messy hair, Fujifilm Pro 400H look, pastel warm tones, realistic lighting, subtle haze, gentle atmosphere, by Petra Collins and Ren Hang --ar 3:4 --v7 --style raw",????????????:?????????????????????,?????????,??????????????????????,?? 35 ?????????,??????????,??????????????????,??????,???????????????,??????,?????????,???????????(????·??????????) --ar 3:4 --v7 --style raw,interior; nature; portrait,@MANISH1027512,https://x.com/MANISH1027512/status/1978041705623343437,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/336.jpeg,,
songguoxs_335,????????????,songguoxs/gpt4o-image-prompts,,"a young beautiful Japanese woman with porcelain skin, soft makeup and bright red lips, straight chestnut-brown hair neatly tied in a ponytail with straight bangs framing her face, wearing a fitted light-blue police uniform shirt with gold buttons and badge, a dark green flat ribbon tie knotted at the collar with two short tails hanging down like a gift bow, navy skirt, dark belt with brass buckle, white gloves, black shoes, 
sitting with her knees together and hands gently folded over a glass, calm and elegant posture, 
oxygen-fresh natural makeup look with translucent dewy base, barely-there eyeliner, soft straight brows, faint rosy blush on the cheeks, subtle inner-corner highlight that makes her eyes look bright and airy, lips a clean vivid red yet not glossy, 
her pose delicate and composed: seated on a narrow wooden bench in a cramped booth, ankles tucked slightly back, torso subtly leaning forward from the hips, forearms relaxed, gloved hands overlapping lightly above the small tumbler placed between her knees, chin slightly lowered while gazing directly at the camera, 
flanked by two older Japanese policemen in uniform on each side, 
the man on the left leaning inward from the doorway, cap slightly tilted, short-sleeve standard police shirt, one elbow resting on his knee with the hand hanging loosely, attentive and calm expression; 
the man on the right wearing a striped short-sleeve shirt with a dark tie and badge, cap set square with a gold band, arms firmly crossed over his chest, body angled toward the woman, a reserved, thoughtful look, 
inside a small dimly-lit bar filled with vintage Japanese posters, old bottles, narrow wooden walls, cluttered shelves, 
detailed physical environment: shot from the doorway so the worn wooden jambs create a frame-within-frame; scuffed varnished beams, handwritten Japanese slips and price tags pinned among utensils, cords and trinkets hanging overhead, glassware and liquor bottles stacked tight on shallow shelves, a tiny aisle underfoot, faint reflections on lacquered wood, humid air; one or two bare incandescent bulbs casting a localized amber pool of light that fades rapidly into darkness, 
camera perspective and ratio: intimate eye-level viewpoint at close conversational distance (about 1–1.5 m), classic 35mm focal feel, vertical portrait framing with a 3:4 aspect, slight center-weighted composition emphasizing the trio in a tight booth, 
warm incandescent lighting with nostalgic amber tone, low saturation colors, fine 35mm film grain texture, slightly overexposed highlights, retro 1980s analog snapshot aesthetic, candid composition, shallow depth of field, cinematic color grading, in the style of Nobuyoshi Araki and Daido Moriyama street photography --ar 3:4 --v 7","???????????,????????????????????,??????????,??????????,????????????,???????????,????????????????,????????????????,?????,????????,???,????,
?????,???????????,???????,
?????????,???????,????????,?????,???????????,????????????????????,???????????,
?????????:?????????????,????????,???????????,????,??????????????????????????,??????,????,
?????????????????,
????????????,??????,????????,???????,?????,???????;
?????????????,??????,????,??????,???????,??????????,????????,????????????,
????????????,??????????????????????????,
???????:?????,??????????????;????????????????????????????,???????????,???????????????????,????????,????????,?????;?????????????????????,????????,
???????:???????(? 1-1.5 ?)???????,??? 35 ?????,3:4 ?????????,?????????,???????????,
??????,???????,???????,??? 35 ????????,?????????,??? 1980 ????????,?????,???,??????,??????????????????? -ar 3:4 --v 7",food; landscape; nature; photography; portrait; poster; retro,@MANISH1027512,https://x.com/MANISH1027512/status/1979033662294241673,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/335.jpeg,,
songguoxs_334,??????,songguoxs/gpt4o-image-prompts,,"{
    ""description"": ""A hyper-realistic, 4K, full-body night-time portrait of a 23-year-old Korean woman with clear pale skin and long straight black hair tucked behind one ear."",
    ""subject"": {
      ""age"": 23,
      ""ethnicity"": ""Korean"",
      ""skin_tone"": ""pale"",
      ""hair"": {
        ""colour"": ""black"",
        ""style"": ""long, straight, tucked behind one ear""
      },
      ""pose"": ""standing at a frost-covered bus stop, arms folded against the cold"",
      ""expression"": ""70 % quiet annoyance, 30 % amused resignation, as if re-reading a text she regrets sending""
    },
    ""outfit"": {
      ""top_layers"": [
        ""black blazer"",
        ""navy sweatshirt"",
        ""crisp white dress shirt"",
        ""thin black tie""
      ],
      ""bottom"": ""ultra-short black pleated skirt"",
      ""legwear"": ""brand-new white knee-length pelerine socks"",
      ""footwear"": ""polished black shoes""
    },
    ""environment"": {
      ""location"": ""night-time city bus stop"",
      ""ground"": ""icy pavement reflecting distant headlights"",
      ""fog"": ""dense, occupying the top third of the frame"",
      ""bus_shelter"": {
        ""glass"": ""steamed-up with one finger-drawn smiley that melts faster than the surrounding condensation""
      },
      ""lighting"": ""cool blue-white, high contrast, cinematic""
    },
    ""hidden_detail"": ""reflection in her left shoe: a blurred red double-decker bus that may or may not be arriving"",
    ""camera"": {
      ""angle"": ""low eye-level, full body in frame"",
      ""lens_simulation"": ""Phase-One medium-format realism"",
      ""depth_of_field"": ""sharp focus on subject, soft bokeh on distant lights""
    },
    ""output"": {
      ""style"": ""hyper-realistic, cinematic, cool colour grading""
    }
  }
}","{
""description"": ""??????????4K???????,?????? 23 ??????,????,?????????????"",
“??”: {
“??”:23?,
“??”:“???”,
""skin_tone"": ""??"",
“??”: {
“??”:“??”,
“style”:“???,????????”
},
""pose"": ""?????????,????????"",
“??”:“70% ??????,30% ??????,???????????????”
},
“????”: {
""??"":[
“??????”,
“??????”,
“?????????”,
“????”
],
""bottom"": ""???????"",
""legwear"": ""????????"",
“footwear”:“????”
},
“??”: {
""location"": ""????????"",
“ground”:“?????????????”,
""?"":""??,???????????""
""????"":{
“??”:“????????????,????????????”
},
“??”:“????,????,???”
},
""hidden_??detail"": ""?????????:???????????,?????,??????""
“??”: {
""??"": ""???,??????"",
""lens_simulation"": ""Phase-One ??????"",
""depth_of_field"": ""??????,?????????""
},
“??”: {
“??”:“?????????????”
}
}
}",branding; fashion; landscape; portrait; vehicle,@IamEmily2050,https://x.com/IamEmily2050/status/1966758558483272144,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/334.jpeg,,
songguoxs_333,??????,songguoxs/gpt4o-image-prompts,,"{
  ""style"": ""High-key studio portrait, direct flash aesthetic, East Asian social media style (e.g., Ulzzang, Douyin), stylized beauty retouching."",
  ""output"": {
    ""color_profile"": ""sRGB"",
    ""render_intent"": ""photo""
  },
  ""subject"": {
    ""category"": ""human"",
    ""gender_presentation"": ""female"",
    ""ethnicity"": ""East Asian (e.g., Korean, Chinese)"",
    ""age_bracket"": ""young_adult"",
    ""body"": {
      ""build"": ""slim"",
      ""proportions"": ""natural human anatomy"",
      ""posture"": ""relaxed on sofa, seated casually"",
      ""pose"": ""seated, legs crossed and tucked close to body"",
      ""gesture"": ""Right hand raised, fingers loosely curled, back of fingers/knuckles gently supporting the chin and lower cheek."",
      ""head_tilt_deg"": 5
    },
    ""face"": {
      ""expression"": ""Playful, alluring"",
      ""gaze"": ""right eye direct to camera"",
      ""eye_action"": ""winking with the left eye"",
      ""skin_tone"": ""Very pale porcelain (lightened aesthetic)"",
      ""makeup"": ""Stylized K-Beauty/Douyin look: flawless matte base, strong pink blush high on cheeks, pink gradient lips, defined brows, light eyeliner, emphasized Aegyo-sal"",
      ""features"": ""small beauty mark/mole under the left eye""
    },
    ""hair"": {
      ""length"": ""long"",
      ""style"": ""messy high updo/bun with loose strands and curtain bangs"",
      ""color"": ""dark brown""
    },
    ""wardrobe"": {
      ""top"": ""white fitted cropped camisole"",
      ""outerwear"": ""light gray zip hoodie, worn open and slightly slipping off both shoulders"",
      ""bottom"": ""white lounge shorts with drawstring"",
      ""footwear"": ""barefoot""
    }
  },
  ""environment"": {
    ""location"": ""studio or minimalist interior"",
    ""set"": ""black leather sofa against a plain white or light gray wall"",
    ""props"": ""Silver laptop (Apple MacBook, logo visible) placed on the cushion to the subject's right (camera left)""
  },
  ""lighting"": {
    ""key"": {
      ""source"": ""strobe/flash"",
      ""modifier"": ""Bare reflector or direct flash (hard source)"",
      ""position"": ""Near camera axis, slightly camera-right and above eye line"",
      ""effect"": ""Crisp, dark, well-defined cast shadows on the wall directly behind subject; strong specular highlights on skin and sofa leather.""
    },
    ""fill"": {
      ""type"": ""minimal/none""
    },
    ""ambient"": ""suppressed"",
    ""white_balance_K"": 5800
  },
  ""camera"": {
    ""system"": ""Digital Camera"",
    ""sensor"": ""full-frame equivalent"",
    ""lens"": {
      ""type"": ""prime"",
      ""focal_length_mm"": 50
    },
    ""exposure"": {
      ""iso"": 100,
      ""aperture_f"": 4.0,
      ""metering"": ""Bright exposure, high-key aesthetic""
    },
    ""focus"": {
      ""target"": ""near eye (right eye)"",
      ""depth_of_field"": ""moderate""
    },
    ""framing"": {
      ""orientation"": ""vertical"",
      ""crop"": ""mid-thigh to head with room above hair"",
      ""angle"": ""eye-level"",
      ""composition"": ""subject centrally framed""
    }
  },
  ""color_grade"": {
    ""look"": ""Bright, clean, slightly cool tone"",
    ""contrast"": ""High contrast"",
    ""saturation"": ""moderate, emphasized pinks""
  },
  ""postprocess"": {
    ""noise_reduction"": ""high"",
    ""texture"": ""Highly smoothed skin, poreless appearance ('porcelain doll' or 'beauty filter' effect)"",
    ""sharpen"": ""selective on eyes/lashes"",
    ""blemish_control"": ""Complete removal of all blemishes and texture.""
  },
  ""quality_targets"": [
    ""accurate limb lengths and joint angles"",
    ""correct finger count and articulation"",
    ""realistic fabric tension and folds"",
    ""accurate winking expression""
  ],
  ""negative_prompt"": [
    ""no altered or exaggerated body proportions"",
    ""no extra or fused fingers"",
    ""no realistic skin texture, pores, or blemishes"",
    ""no text or watermarks (excluding specified logos)"",
    ""no extreme wide-angle distortion"",
    ""no NSFW content"",
    ""no dark/moody lighting"",
    ""no warm tones""
  ]
}","{
""style"": ""??????,???????,????????(??Ulzzang???),????????"",
“??”: {
""color_profile"": ""sRGB"",
""render_intent"": ""??""
},
“??”: {
“??”:“??”,
""gender_presentation"": ""??"",
""ethnicity"": ""???(?????????)"",
""age_bracket"": ""young_adult"",
“??”: {
""build"": ""slim"",
""??"": ""???????"",
""posture"": ""????????,?????"",
""pose"": ""??,????,??????"",
""gesture"": ""????,???????,????/??????????????"",
“?????”:5
},
“?”: {
""expression"": ""?????"",
""gaze"": ""??????"",
""eye_action"": ""?????"",
""skin_tone"": ""???????(?????)"",
""makeup"": ""??????/????:??????,??????????,??????,?????,?????,?????,
""features"": ""???????????""
},
“??”: {
""length"": ""?"",
""style"": ""?????/??,??????????"",
“??”:“???”
},
“??”: {
""top"": ""??????????"",
“??”:“????????,????,??????”,
""bottom"": ""????????"",
“??”:“??”
}
},
“??”: {
""location"": ""????????"",
""set"": ""????????????????"",
""props"": ""???????(Apple MacBook,????)?????????????(????)""
},
“??”: {
“??”: {
""source"": ""??/??"",
""modifier"": ""???????????(??)"",
""position"": ""?????,?????????????"",
""effect"": ""???????????????????????????;??????????????????""
},
“??”: {
“??”:“??/?”
},
“??”:“??”,
“???K”:5800
},
“??”: {
""system"": ""????"",
“???”:“?????”,
“??”: {
“??”:“??”,
“????”:50
},
“??”: {
""iso"": 100,
""aperture_f"": 4.0,
“??”:“?????,?????”
},
“??”: {
""target"": ""??(??)"",
""depth_of_field"": ""??""
},
“??”:{
“??”:“??”,
""crop"": ""????????,???????"",
""??"": ""????"",
""composition"": ""????""
}
},
“????”:{
""look"": ""???????????"",
""contrast"": ""????"",
“???”:“??,?????”
},
“???”:{
""noise_reduction"": ""?"",
""texture"": ""??????,?????(‘???’?‘????’??)"",
“??”:“????????/??”,
""blemish_control"": ""????????????""
},
""????"": [
“????????????”,
“??????????”,
“??????????”,
“???????”
],
""negative_prompt"": [
“???????????”,
“???????????”,
“???????????????”,
“??????(??????)”,
“?????????”,
“?? NSFW ??”,
“????/?????”,
“?????”
]
}",interior; landscape; logo; minimalist; nature; photography; portrait,@IamEmily2050,https://x.com/IamEmily2050/status/1975554358495654236,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/333.jpeg,,
songguoxs_332,??????,songguoxs/gpt4o-image-prompts,,"### **??**
????,???????,???

---

### **??**
* **????**: ??
* **???**: 25???
* **??**: ??
* **??**: ??,????;??????
* **??**: ?????
* **??**:
    * **??**: ????
    * **??**: ??,????
    * **??**: ????
* **??**:
    * **??**: ??,??????????(contrapposto)
    * **??**: ???????(?????)
    * **??**: ????????
    * **??**: ??????;????
* **??**:
    * **??**: ?????????,???????;??????????
    * **??**: ?????,???????????????
    * **??**: ?????????
    * **??**: ??????????

---

### **??**
* **??**: ??????????????
* **??**:
    * ????
    * ????,??????????(???????)
    * ????,????,???????
    * ??,??????????
    * PC?????,????????
    * PC?????????????
    * ??????????
    * ????,??????
    * ?????????
    * ??(????)??????????
* **????**: ??????????(?????)?????(??? -> ???/????)?

---

### **??**
* **??**: ????????????,??????
* **????**: ??????
* **??? (K)**: 5200

---

### **??**
* **??**: ???????????????(???/????)
* **???? (mm)**: 26
* **?? (?)**:
    * ?????: 0.6
    * ?????: 0.5
* **??**:
    * ?? (f): 1.8
    * ??? (ISO): 100
    * ???? (?): 0.01
    * ???? (EV): -0.3
* **??**: ?????????????
* **??**: ?????????(???);??????,?????
* **??**:
    * **???**: 1:1
    * **??**: ????????;???????????PC?????
    * **??**: ??????????
    * **????**: ??????;?????????,?????????????

---

### **?????**
* ????????/???
* ????/????;???????
* ??????????
* NSFW,????,??
* ??,???,?????????
* ?????????,CGI/???",,branding; illustration; landscape; nature; paper-craft; portrait; poster; ui,@dotey,https://x.com/dotey/status/1976485558319722711,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/332.jpeg,,
songguoxs_331,??????,songguoxs/gpt4o-image-prompts,,"{
  ""scene"": {
    ""environment"": {
      ""location_type"": ""modern gallery hallway"",
      ""left_wall"": ""black-and-white optical swirl mural, matte finish"",
      ""right_wall"": ""framed monochrome manga panels with sparse Japanese onomatopoeia"",
      ""floor"": ""light gray polished tile with 2x2 m matte gray vinyl sheet under subject to kill reflections"",
      ""depth"": ""short corridor depth with subtle falloff"",
      ""clutter"": ""none""
    },
    ""time"": ""indoors, artificial light"",
    ""mood"": ""cool, composed, slightly mysterious"",
    ""color_palette"": ""neutral-cool grays, olive top, desaturated denim blues""
  },
  ""subject"": {
    ""type"": ""human"",
    ""gender"": ""female"",
    ""approx_age"": ""early 20s"",
    ""appearance"": {
      ""skin_tone"": ""fair-light with neutral undertone"",
      ""hair"": ""jet-black, very long, straight, center part; clean specular sheen"",
      ""face"": ""oval face, soft makeup, subtle gloss on lips, light eyeliner and mascara"",
      ""earrings"": ""large silver hoop earrings""
    },
    ""wardrobe"": {
      ""top"": ""fitted olive/khaki ribbed tank with small rhinestone cross motifs (check glue before shoot)"",
      ""bottom"": ""high-waisted distressed denim shorts with heavy frayed hem and beige repair patches (tape rear hem flat)"",
      ""footwear"": ""out_of_frame""
    },
    ""pose"": {
      ""stance"": ""leans back and slightly left with head resting against mural wall"",
      ""torso"": ""relaxed, angled 10–15° to camera"",
      ""arms_hands"": ""right arm behind torso/out_of_frame, left arm relaxed by side"",
      ""expression"": ""calm, neutral-to-soft gaze past camera"",
      ""chin"": ""slightly down; head tilt toward left shoulder""
    }
  },
  ""framing_composition"": {
    ""shot_type"": ""mid-thigh portrait (three-quarter length)"",
    ""orientation"": ""vertical"",
    ""framing"": ""subject placed on left third; right third shows manga panels"",
    ""leading_lines"": ""doorframe/panel edges vertical; swirl mural adds texture without overpowering subject"",
    ""background_separation"": ""subtle; background softly defocused but still readable""
  },
  ""camera"": {
    ""sensor"": ""full-frame mirrorless"",
    ""lens"": {
      ""focal_length_mm"": 50,
      ""type"": ""prime"",
      ""character"": ""neutral rendering, low distortion""
    },
    ""settings"": {
      ""aperture"": ""f/3.2"",
      ""shutter_speed"": ""1/250"",
      ""iso"": 400,
      ""white_balance"": ""custom grey-card @ 4600 K"",
      ""focus"": ""eye-AF + 3-frame focus bracket (±1 cm)"",
      ""stabilisation"": ""IBIS on""
    },
    ""perspective"": ""camera at chest level; minimal keystoning; maintain straight verticals""
  },
  ""lighting"": {
    ""key"": ""broad, soft overhead/ceiling panel light"",
    ""fill"": ""60×60 cm white bounce 30 cm below bust line, ~1.3 stops under key"",
    ""rim"": ""narrow 1×2 ft strip-light behind subject camera-right, ½ stop over key"",
    ""quality"": ""soft, diffuse; no hard shadows"",
    ""exposure_target"": ""skin at ~65 IRE; rhinestones clipped < 90 IRE"",
    ""specular_control"": ""micro-specular on hair; avoid plastic skin sheen""
  },
  ""rendering_intent"": {
    ""photorealism"": ""high"",
    ""texture"": ""retain fabric weave, denim fray strands, hair strands"",
    ""background_text_policy"": ""allow only existing manga panel text; do not invent extra signage or captions""
  },
  ""post_processing"": {
    ""color_grade"": ""neutral-cool base with gentle contrast curve; slight cyan in shadows, warm bias on skin"",
    ""tone_curve"": ""soft S-curve (lift shadows +3, compress highlights -5)"",
    ""clarity_texture"": ""clarity -5 on skin via masked adjustment; texture +5 on denim/frayed hem only (separate mask)"",
    ""noise_reduction"": ""luma 10, chroma 15"",
    ""sharpening"": ""amount 40, radius 0.7, detail 25, masking 60 (protect background)"",
    ""vignette"": ""subtle -0.1 EV centre-weighted"",
    ""geometry"": ""verticals upright; crop 4:5 with space above head and right-side manga visible"",
  }","{
“??”: {
“??”: {
""location_type"": ""??????"",
""left_wall"": ""????????,????"",
""right_wall"": ""????????????????"",
“??”:“???????,?? 2x2 ?????????,?????”,
""depth"": ""?????,???????"",
“??”:“?”
},
""time"": ""??,???"",
""mood"": ""??????????"",
""color_palette"": ""??????????????????""
},
“??”: {
“??”:“??”,
""??"": ""?"",
""approx_age"": ""20 ???"",
“??”: {
""skin_tone"": ""??,????"",
“??”:“??,??,?,??;???????”,
""face"": ""???,??,????,?????????"",
“??”:“??????”
},
“??”: {
""top"": ""?????/???????,?????????(????????)"",
""bottom"": ""????????,??????,??????(?????????)"",
“footwear”:“out_of_frame”
},
“??”:{
""stance"": ""??????????,??????"",
“??”:“??,???? 10-15° ?”,
""arms_hands"": ""???????/????,?????????"",
“??”:“???????????????”,
“??”:“????;??????”
}
},
“framing_composition”:{
""shot_type"": ""??????(??????)"",
“??”:“??”,
""framing"": ""????????????;?????????????"",
""leading_lines"": ""??/??????;?????????,????????"",
""background_separation"": ""??;??????????""
},
“??”: {
“???”:“???????”,
“??”: {
""????"": 50,
“??”:“??”,
“character”:“????,???”
},
“??”: {
""??"": ""f/3.2"",
""shutter_speed"": ""1/250"",
“iso”:400,
""white_balance"": ""????? @ 4600 K"",
""focus"": ""?????? + 3 ???? (±1 cm)"",
“??”:“IBIS??”
},
“??”:“?????????;??????;?????”
},
“??”: {
""key"": ""????????/??????"",
""fill"": ""60×60 ???????,??????? 30 ???,?????? 1.3 ?"",
""rim"": ""1×2 ??????????????????,????? ½ ?"",
“??”:“??,???;????”,
""exposure_target"": ""?? ~65 IRE;???? < 90 IRE"",
""specular_control"": ""???????;????????""
},
“????”:{
""??????"": ""?"",
""texture"": ""????????????????"",
""background_text_policy"": ""????????????;????????????""
},
“???”:{
""color_grade"": ""?????,???????;???????,??????"",
""tone_curve"": ""??? S ??(???? +3,???? -5)"",
""clarity_texture"": ""??????,??????? -5;????/???????? +5(????)"",
""noise_reduction"": ""?? 10,?? 15"",
""sharpening"": ""?? 40,?? 0.7,?? 25,?? 60(????)"",
""vignette"": ""??? -0.1 EV ????"",
""geometry"": ""????;????? 4:5,???????,??????"",
}",character; interior; landscape; logo; minimalist; nature; photography; portrait; vehicle,@IamEmily2050,https://x.com/IamEmily2050/status/1974108838929576299,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/331.jpeg,,
