ID,Title,Prompt,Use Case,Visual Style,Score,Reason
youmind_v2_1056,"@Javeriya Editor","PromptUltra realistic 8K extreme close up face portrait of a young woman with full facial alignment and identity preservation. Vertical 9:16 framing. No clothing is visible. Focus tightly on closed eyes, nose, and lips. Face slightly angled to the left side of the frame. Her face is partially submerged in a dark, rich rose-tinted liquid, nearly black beneath the surface, creating cinematic underwater shadowing. Wet black hair flows around the face with vivid neon pink tips reflecting softly in the water. Two hands gently touch each other near the side of her lips, interacting naturally with hair and skin in a neutral editorial manner. Surrounding the face, iridescent bubbles are artfully arranged to frame the face, creating layered depth and compositional interest. A small number of soft soap suds appear around select bubbles for texture. Hair strands float naturally, interacting with bubbles and light.

Mood and Concept:
Cinematic, immersive, and ethereal. Emphasis on editorial composition, layered textures, lighting, and color contrast. Extreme close-up highlights facial structure, bubble framing, and hair movement, with subtle leftward tilt of the face adding dynamic editorial composition.

Makeup and Nails:
Dewy porcelain skin with blush matching neon pink hair tips, applied on cheeks and temples for cohesive color harmony. Eyeshadow in soft pink-violet matching the hair tips, blended smoothly over closed eyelids. Gradient MLBB lips in a subtle rose tone. Fingernails in barely there tint with wet reflective quality.

Hair:
Wet black hair floating around the face with neon pink ends vividly visible and reflecting in the water. Strands interact naturally with bubbles and hands.

Accessories:
None. Only water, bubbles, soap suds, hair, and hands appear in frame.

Photography Specs:
Sony A1 with 90 mm macro lens
Aperture f2.0
Shutter speed 1/200 s
ISO 160
Vertical 9:16 extreme macro with controlled low key lighting and rich color saturation emphasizing underwater depth.

Detail and Finish:
High tactile realism in skin, hair, hands, and bubble membranes. Iridescent thin-film reflections on bubbles and soft soap suds create layered texture. Dark liquid base maintains cinematic shadow depth beneath hair. Neon pink hair tips and matching blush and eyeshadow reflect subtly in water. Wet surfaces preserve natural sheen. Bubbles are arranged to artistically frame the face, enhancing composition and focus. Hands touching near the side of the lips provide compositional balance. Final image reads as a refined, cinematic, editorial high-fashion beauty portrait with closed-eye serenity, subtle leftward angle, and cohesive pink color story.",Editorial,Editorial,3,"Unique, ethereal close-up; strong visual concept, but niche appeal."
youmind_v2_1809,"@Anissa","Prompt{
  ""image_description"": {
    ""overall_composition"": ""A moody, cinematic 2x2 collage featuring the same young woman"",
    ""subject"": {
      ""appearance"": {
        ""hair"": ""Short, tousled"",
        ""makeup"": ""Bold red lipstick"",
        ""style"": ""Striking, androgynous editorial look""
      },
      ""attire"": {
        ""suit"": ""Oversize"",
        ""shirt"": ""Loose white dress shirt with an open collar"",
        ""tie"": ""Patterned tie hanging untied around her neck""
      }
    },
    ""environment"": {
      ""setting"": ""Old stairway in a dimly lit interior"",
      ""lighting"": ""Warm, amber-toned lighting"",
      ""details"": [
        ""Worn black railings"",
        ""Textured walls"",
        ""Soft ambient glow""
      ]
    },
    ""frames"": {
      ""top_left"": {
        ""pose"": ""Sitting on the steps, leaning forward with chin resting on hand"",
        ""expression"": ""Thoughtful"",
        ""details"": [
          ""Subtle shadows on her face"",
          ""Relaxed posture""
        ]
      },
      ""top_right"": {
        ""pose"": ""Standing on the stairway, one hand lightly holding the railing"",
        ""expression"": ""Calm, introspective"",
        ""details"": [
          ""Oversized black suit draping naturally"",
          ""Face slightly tilted toward the camera"",
          ""Red lipstick contrasting with the dark suit"",
          ""Hair falling freely across her cheeks""
        ]
      },
      ""bottom_left"": {
        ""pose"": ""Leaning against the stair railing, looking off to the side"",
        ""expression"": ""Subtle, distant gaze"",
        ""details"": [
          ""Soft shadows along the stairway"",
          ""Texture of the walls visible in the background""
        ]
      },
      ""bottom_right"": {
        ""pose"": ""Sitting with legs apart, elbow resting on knee, one hand lightly touching her lips"",
        ""expression"": ""Edgy, confident"",
        ""background"": ""Railings and background blur softly behind her""
      }
    },
    ""visual_style"": {
      ""lighting"": ""Warm low-key lighting"",
      ""texture"": ""Textured shadows, slight grain"",
      ""depth"": ""Cinematic depth"",
      ""aspect_ratio"": ""1:1 per frame, arranged in a 2x2 grid"",
      ""camera_settings"": {
        ""lens"": ""35mm"",
        ""aperture"": ""f/1.8"",
        ""iso"": ""400"",
        ""shutter_speed"": ""1/160s""
      },
      ""overall_look"": ""Moody editorial collage with vintage tones, expressive posing, and rich atmosphere""
    }
  }
}",Editorial,Editorial,3,"Detailed, moody cinematic collage; strong character styling and atmosphere."
youmind_v2_1143,"@sammy","Prompt{
  ""subject"": {
    ""type"": ""young woman"",
    ""pose"": ""leaning slightly forward while holding a cake with both hands, smiling widely at the camera"",
    ""expression"": ""happy, excited, celebratory"",
    ""face_details"": {
      ""skin_tone"": ""fair"",
      ""hair"": ""long straight blonde hair"",
      ""makeup"": ""soft glam makeup with glossy lips and defined eyes""
    },
    ""outfit"": {
      ""type"": ""two-piece party outfit"",
      ""top"": ""long-sleeve crop top with front tie, pink transparent fabric with darker pink heart/spot print"",
      ""skirt"": ""short mini skirt matching the top, same pattern and material"",
      ""accessories"": {
        ""necklace"": ""thin silver choker necklace"",
        ""headpiece"": ""pink fluffy birthday tiara/crown""
      }
    }
  },
  ""scene"": {
    ""setting"": ""indoor party room"",
    ""decorations"": {
      ""balloons"": {
        ""colors"": [""light pink"", ""hot pink"", ""metallic pink""],
        ""types"": [""round balloons"", ""heart-shaped balloons"", ""star-shaped balloons""],
        ""quantity"": ""large number filling the ceiling and background"",
        ""strings"": ""long white strings hanging down from the balloons""
      }
    },
    ""furniture"": {
      ""visible_items"": [
        ""cream-colored plush stuffed toy or cushion on the floor"",
        ""dining chairs partially visible on the right""
      ]
    }
  },
  ""cake"": {
    ""color"": ""pastel pink"",
    ""shape"": ""round"",
    ""details"": {
      ""decoration"": ""pearl-like edible beads on top"",
      ""base"": ""soft pink piped frosting border""
    },
    ""presentation"": ""placed on a white cake board held by the woman""
  },
  ""props"": {
    ""handheld_item"": {
      ""type"": ""pink light-up wand or toy with glowing tip"",
      ""design"": ""cute animal-like figure at the end""
    }
  },
  ""lighting"": {
    ""type"": ""soft indoor lighting"",
    ""mood"": ""warm, bright, festive"",
    ""source"": ""ceiling lights with ambient glow""
  },
  ""colors_theme"": ""dominant pink theme throughout outfit, balloons, cake, mood"",
  ""camera"": {
    ""angle"": ""eye-level, slightly close-up"",
    ""framing"": ""portrait orientation, subject centered with balloons filling background"",
    ""focus"": ""sharp on subject, slightly blurred background for depth""
  },
  ""vibe"": ""birthday celebration, playful, feminine, fun, Barbie-core aesthetic"",
  ""style"": {
    ""realism"": ""photorealistic"",
    ""aesthetic"": ""soft party glamour with pink color palette""
  }
}",Social Viral,Mixed,3,"Excellent Barbie-core aesthetic, highly detailed, but trendy and common."
youmind_v2_1048,"@Alexa","PromptGolden hour-turned-noir car selfie. A young woman with sun-streaked blonde hair—textured, layered, with effortless bedhead volume—casts a seductive, knowing look over the rim of her 90s rectangle rimless sunglasses (brown gradient lenses, gold bridge). Her skin is porcelain-white with a hyper-glowy, glass-skin finish; intense specular highlights blaze on her cheekbones and the tip of her nose. Her hazel-green eyes squint slightly. Plump, glossy nude-pink lips are slightly parted, with the subtle, playful press of her tongue against her teeth.

She wears a high-reflectivity champagne-silver sequin tube top, each sequin catching the light as a distinct point of glitter. Her right hand, adorned with stacked chunky gold dome rings on multiple fingers, adjusts the sunglasses frame on her nose. Her left hand is splayed against her chest, showcasing Cartier-style gold love bangles on her wrist.

The scene is inside a luxury car's dark leather interior at night. Through the rear window, out-of-focus city lights melt into a creamy, dark bokeh. The mood is intimate and moody, shattered by the stark, high-contrast blast of a hard, direct on-camera flash. The flash freezes every detail: the texture in her hair, the sparkle of sequins, the gleam of jewelry, and the dewy skin, creating deep, inky shadows.

Shot with a feel akin to a Canon G7X Mark II or iPhone 15 Pro Night Mode with flash—using a wide 24mm lens for a slight, intimate distortion. Aperture at f/2.8 for sharp focus on the face and jewelry against the blurred lights. Color grading is warm and cinematic: saturated golden skin tones, rich blacks, and a touch of filmic grain. The aesthetic is hyper-realistic, sharp, and effortlessly cool—a candid moment loaded with glamour.",Social Viral,Y2K,3,"Trendy ""noir selfie"" with flash, Y2K aesthetic; good visual impact."
youmind_v2_1886,"@てんねん","Turn this image into an ultra-detailed figure-style rendering and design a product introduction page.
The product name is “Heartbreak Girls”.
It is a 1/7scale figure.
The manufacturer name is “TENNEN”.
The logo should be the wordTENNENinside a rounded blue square. Break the line after “TEN”, and align the next line “NEN” at the start of the line, placing it as large as possible within the rounded blue square.
Place zoomed-in detail views, etc., so that it looks like a product introduction and has a professional, visually appealing design.
Also make the “Heartbreak Girls” lettering look like a logo.
Make it look like a proper product introduction page.
Scheduled for release inWinter 2025.
Prototype sculptor:Tennen.",Product,Mixed,3,"Detailed product page design for figure; clear branding requirements."
youmind_v2_1129,"@𝗦𝗮𝗻𝗶𝗮","Prompt{
  ""type"": ""image_generation_prompt"",
  ""style"": ""studio_portrait_creative"",
  ""subject"": {
    ""gender"": ""female"",
    ""identity_preservation"": {
      ""use_reference_image"": true,
      ""alter_face"": false,
      ""notes"": ""Maintain facial features exactly as in the reference image, but modify hair and makeup as specified.""
    },
    ""hair"": {
      ""style"": ""two high voluminous buns (space buns)"",
      ""color"": ""black with grey or blue-grey streaks"",
      ""bangs"": ""straight and dense bangs with grey streaks"",
      ""notes"": ""Add bangs even if not present in reference""
    },
    ""makeup"": {
      ""style"": ""sculptural and dramatic"",
      ""eyes"": ""smokey eye in gray/black tones with sharp eyeliner"",
      ""lips"": ""dark brown (chocolate) matte lipstick"",
      ""skin"": ""perfectly smooth, strong facial contouring""
    },
    ""expression"": ""serious and mysterious"",
    ""pose"": {
      ""type"": ""close-up portrait (head and shoulders)"",
      ""angle"": ""3/4 angle, looking over the shoulder"",
      ""orientation"": ""body turned sideways, face rotated towards camera""
    }
  },
  ""wardrobe"": {
    ""top"": ""black chiffon blouse"",
    ""fabric_details"": ""transparent and draped fabric with a smooth collar"",
    ""accessories"": ""no glasses""
  },
  ""scene"": {
    ""background"": ""light gray textured wall"",
    ""texture"": ""worn cement or stucco effect"",
    ""atmosphere"": ""studio interior""
  },
  ""lighting"": {
    ""type"": ""soft, slightly lateral and diffused"",
    ""effects"": ""digitally added glitter/star sparkles"",
    ""shadows"": ""contour-defining shadows""
  },
  ""artistic_direction"": {
    ""color_palette"": ""cold and elegant tones (grays, blacks, blue-grey)"",
    ""contrast"": ""brown lipstick providing the only warm touch"",
    ""vibe"": ""elegant, mysterious, creative""
  },
  ""output_goal"": ""Create a high-fidelity portrait of the subject with space buns and bangs, wearing black chiffon against a textured gray wall, featuring a cold color palette with a magical glitter overlay.""
}",Editorial,Editorial,3,"Elegant studio portrait; strong styling, but standard creative concept."
youmind_v2_1109,"@そう｜n8nで始めるAIエージェント","The [person in the photo] is gigantic, squatting over the modern Tokyo cityscape and gently hugging the Tokyo Tower, looking at the camera, bright daytime sky, soft natural light, detailed buildings spreading below, an atmosphere harmonizing realism and fantasy, sharp focus, vibrant colors",Social Viral,Mixed,3,"Creative giant person in city; imaginative and visually striking."
youmind_v2_1105,"@てんねん","layering:
  order:
    - text_layer
    - character_layer
    - background_layer
  strict: true

subject:
  description: >
    Preserve the subject exactly as in the reference image, keeping all facial features,
    colors, hairstyle, clothing, and proportions. No redesign or reinterpretation.
  framing: >
    Bust-up composition (head to upper torso), making the subject appear large and prominent.
  integrity: full_identity_preservation
  detail_level: ultra_high_resolution
  micro_details: preserve_skin_texture_hair_edges_fabric_details

composition:
  aspect_ratio: ""16:9""
  layout: >
    Subject positioned on one side; headline text on the opposite side.
  emphasis: >
    Strong presence on the character's upper body and expression.

action:
  description: >
    Minimal motion enhancement. Maintain the reference pose while adding subtle dramatic energy.

location:
  description: >
    Generate a simple, abstract background inferred from the tone of the reference image.
    No specific elements required; allow the model to interpret color and atmosphere freely.
    Background must NOT contain any characters, silhouettes, faces, bodies,
    or blurred forms derived from the subject.
  background_feel: clean_and_minimal
  allowed_elements: pure_color_gradients_light_abstract_shapes_only
  prohibit_subject_reuse_in_background: true

style:
  visual_style: >
    High-impact reveal-splash aesthetic with strong contrast between character and headline.
  text_effects: >
    Metallic, high-energy lettering with pronounced depth and perspective. No glow effects.
  character_rendering: >
    Extremely high-resolution rendering with sharp facial details, clean hair definition,
    precise edges, and crisp texture fidelity.
  background_style_rules: >
    Background must be purely non-figurative. No silhouettes, no blurred shapes,
    and no reused subject elements.
  ink_splash_rules: >
    Ink splash must be pure black only. No other colors, tinting, blending, or variation.

camera_lighting:
  camera_angle: from_reference
  lighting: >
    Enhance with dramatic key lighting and subtle rim highlights to emphasize the reveal.
  clarity: maximum_definition

colors:
  palette: >
    Background colors inferred from the reference image.
    Character name in metallic silver; announcement text in saturated yellow.
  mood: dramatic, heroic, high_energy

text:
  character_name: ""Character Name""
  announcement_fixed: ""Entering the Battle!!""
  placement: opposite_side_of_character
  perspective: >
    Pronounced perspective: front surface larger, back tapered with visible extrusion.
  character_name_style: >
    Metallic silver, b",Editorial,Mixed,3,"Strong, specific aesthetic for character reveal; excellent text integration."
youmind_v2_1033,"@Taaruk","Prompt{
  ""Objective"": ""Generate a hyper-realistic 8K chiaroscuro-style portrait of a woman based on the provided reference image."",
  
  ""Identity_Safety"": ""Maintain facial features, hairstyle, and general appearance consistent with the provided reference image without altering identity."",

  ""Subject"": {
    ""Gender"": ""Female"",
    ""Appearance"": {
      ""Hair"": ""Straight hair falling naturally across her forehead"",
      ""Pose"": ""Gazing slightly upward and to the side"",
      ""Expression"": ""Soft, calm, and introspective"",
      ""Lips"": ""Glossy, slightly parted, catching subtle highlights""
    }
  },

  ""Lighting"": {
    ""Style"": ""Chiaroscuro dramatic contrast"",
    ""Key_Effects"": [
      ""A thin ray of sunlight illuminating her eyes and upper cheek"",
      ""Deep, rich shadows covering the background and lower half of her face"",
      ""Strong separation between light and dark regions"",
      ""High emotional and visual depth""
    ]
  },

  ""Scene"": {
    ""Background"": ""Minimal, falling into dark shadow"",
    ""Atmosphere"": ""Intimate, dramatic, painterly, cinematic""
  },

  ""Visual_Style"": {
    ""Resolution"": ""8K hyper-realistic"",
    ""Aesthetic"": [
      ""Ultra-detailed skin texture"",
      ""Natural highlights on lips and eyes"",
      ""Soft hair detailing"",
      ""Fine contrast control typical of chiaroscuro portraiture""
    ],
    ""Color_Profile"": ""Warm natural skin tones against deep shadow background""
  },

  ""Output_Requirements"": {
    ""Format"": ""Image"",
    ""Orientation"": ""Portrait"",
    ""Quality"": ""High-end cinematic and photographic realism""
  }
}",Editorial,Editorial,3,"Dramatic chiaroscuro portrait; effective lighting, but familiar artistic motif."
youmind_extract_35,"@Melis✨","Prompt{
  ""subject"": {
    ""person"": ""Young woman, early 20s, Caucasian"",
    ""hair"": ""Long, voluminous, tousled wavy with lighter highlights, framing the face"",
    ""pose"": ""Sitting comfortably on a black cushioned ledge, body angled slightly left, looking thoughtfully off-camera right"",
    ""expression"": ""Gentle, calm, slight Mona Lisa smile""
  },
  ""outfit"": {
    ""top"": ""White structured corset-style top with thin spaghetti straps and boning details"",
    ""bottoms"": ""High-waisted beige utility cargo pants with large side pockets"",
    ""accessories"": ""Small patterned Dior Saddle bag under right arm, dainty necklace, rings on left hand, painted white nails""
  },
  ""action"": {
    ""hands"": ""Left hand holds a stemmed glass of rosé by the stem; right hand rests flat on the ledge behind her hip""
  },
  ""location"": {
    ""setting"": ""Rooftop terrace overlooking the Fairmont Hairpin turn of the Monaco Grand Prix in Monte Carlo"",
    ""background"": ""Dense hillside with multi-story buildings, hotels, a prominent beige skyscraper, construction cranes, green trees, and distant mountains under a cloudy sky. Racetrack with red/white kerbing and vehicles below.""
  },
  ""typography"": {
    ""text"": ""aramco, UBS, Heineken 0.0, MONTE-CARLO, CAFE DE PARIS on racetrack advertising barriers""
  },
  ""lighting"": {
    ""type"": ""Natural daylight, overcast afternoon"",
    ""quality"": ""Soft, diffused, flat, shadowless, slightly hazy""
  },
  ""composition"": {
    ""style"": ""Candid lifestyle photograph, slightly low angle, medium shot, deep depth of field, asymmetrical balance, 4:5 portrait ratio"",
    ""color_palette"": ""Muted, earthy, overcast tones; low-medium contrast; moderately desaturated""
  }
}",Editorial,Luxury,3,"Detailed high-end lifestyle shot; good for editorial or luxury brand content."
youmind_v2_1100,"@𝗦𝗮𝗻𝗶𝗮","Prompt{
  ""type"": ""image_generation_prompt"",
  ""style"": ""ultra-realistic, full-body portrait"",
  ""subject"": {
    ""gender"": ""female"",
    ""identity_preservation"": {
      ""use_reference_image"": true,
      ""alter_face"": false,
      ""notes"": ""Maintain the original facial features and physiognomy exactly as in the reference image""
    },
    ""appearance"": {
      ""hair"": {
        ""color"": ""dark brown"",
        ""length"": ""extremely long"",
        ""style"": ""soft waves falling in front of the bust""
      },
      ""glasses"": {
        ""frame"": ""thin frame""
      },
      ""expression"": ""neutral and confident""
    },
    ""pose"": {
      ""body_orientation"": ""slightly turned to the side"",
      ""gaze"": ""looking directly at the camera"",
      ""hands"": {
        ""right"": ""holding a vertical support pole"",
        ""left"": ""arm carrying a backpack""
      }
    }
  },
  ""wardrobe"": {
    ""top"": ""black strapless top"",
    ""outerwear"": ""oversized plaid jacket in dark green and black tones, worn loosely over the shoulders"",
    ""bottoms"": ""blue mom jeans with rolled cuffs"",
    ""belt"": ""black belt with buckle"",
    ""footwear"": ""heavy black platform boots"",
    ""accessories"": [
      ""cross pendant necklace"",
      ""black leather backpack""
    ]
  },
  ""scene"": {
    ""location"": ""interior of an old subway car"",
    ""background_elements"": [
      ""orange/yellow seats"",
      ""silver/white vertical support poles""
    ],
    ""floor"": ""dark and slightly textured""
  },
  ""lighting"": {
    ""type"": ""diffused and even indoor lighting"",
    ""source"": ""overhead and lateral"",
    ""shadows"": ""soft, no harsh shadows"",
    ""mood"": ""natural public-transport interior lighting""
  },
  ""camera"": {
    ""angle"": ""eye-level, slightly downward"",
    ""framing"": ""full-body"",
    ""perspective"": ""shows both subject and subway environment clearly""
  },
  ""texture_details"": {
    ""emphasis"": [
      ""denim texture"",
      ""plaid jacket fabric"",
      ""leather backpack"",
      ""platform boots"",
      ""hair detail""
    ]
  },
  ""quality"": {
    ""realism"": ""ultra-realistic"",
    ""resolution"": ""high-resolution"",
    ""detail_level"": ""sharp textures and accurate materials""
  },
  ""output_goal"": ""Produce an ultra-realistic full-body portrait of a young woman in a subway setting, preserving exact facial identity while showcasing detailed fashion, textures, and environment.""
}",Fashion,Gritty,3,"Solid full-body fashion portrait in a realistic urban subway setting."
youmind_v2_1093,"@Taaruk","Prompt{
  ""Objective"": ""Generate a hyper-realistic 8K cinematic portrait of a young man viewed through a rain-streaked bus window at night."",
  
  ""Identity_Safety"": ""Maintain facial features, hairstyle, and appearance consistent with any provided reference image if used."",

  ""Subject"": {
    ""Description"": ""Handsome young man with dark wavy hair and a well-groomed beard"",
    ""Accessories"": {
      ""Hat"": ""Black fedora hat"",
      ""Glasses"": ""Round blue-tinted vintage sunglasses""
    },
    ""Expression"": ""Intense stare, emotional and cinematic""
  },

  ""Camera_and_Tech"": {
    ""Lens"": ""35mm"",
    ""Aperture"": ""f/1.8"",
    ""Style"": ""Cinematic close portrait with shallow depth of field"",
    ""Resolution"": ""8K hyper-realistic""
  },

  ""Scene"": {
    ""Setting"": ""Inside a bus at night"",
    ""Perspective"": ""Viewer is outside the bus, looking through rain-streaked glass toward the subject"",
    ""Glass_Texture"": [
      ""Raindrops"",
      ""Condensation"",
      ""Smudged reflections""
    ],
    ""Background"": {
      ""Lighting"": ""Warm city street lights"",
      ""Effects"": ""Soft cinematic bokeh and diffused glow""
    }
  },

  ""Atmosphere"": {
    ""Mood"": ""Moody, emotional, high contrast"",
    ""Lighting"": {
      ""Type"": ""Nighttime cinematic lighting"",
      ""Characteristics"": [
        ""High contrast facial highlights"",
        ""Soft shadows"",
        ""Reflected light from city streets""
      ]
    }
  },

  ""Visual_Style"": {
    ""Aesthetic"": ""Hyper-realistic film-style portrait"",
    ""Texture_Details"": [
      ""Raindrop clarity on glass"",
      ""Realistic condensation and streak patterns"",
      ""Sharp facial details despite glass obstruction"",
      ""Film-like color grading with warm bokeh and cool reflections""
    ],
    ""Color_Profile"": ""Warm city tones + cool blue tint from sunglasses"",
    ""Depth_of_Field"": ""Strong background blur, focused subject behind glass""
  },

  ""Output_Requirements"": {
    ""Format"": ""Image"",
    ""Quality"": ""Ultra-detailed cinema-grade portrait"",
    ""Orientation"": ""Portrait or tight medium shot""
  }
}",Editorial,Gritty,3,"Moody, cinematic portrait through rain-streaked glass; good atmosphere."
songguoxs_575,"极繁主义波普艺术图层","{ ""subject"": { ""type"": ""beautiful young woman (early 20s)"", ""pose"": ""sitting sideways on a concrete street barrier, one knee up, one arm resting on it, giving a winking smile"", ""expression"": ""cute, confident, playful"" }, ""appearance"": { ""hair_color"": ""light brown"", ""hair_style"": ""messy shoulder-length bob with wispy bangs"", ""complexion"": ""fair with warm undertones"" }, ""clothing"": { ""top"": ""lavender cropped hoodie with soft contour shading"", ""bottom"": ""mint pleated skirt"", ""socks"": ""white ankle socks with tiny pastel stripes"", ""shoes"": ""chunky white sneakers with teal accents"" }, ""environment"": { ""setting"": ""urban street corner"", ""details"": ""painted curb, faded crosswalk lines, distant buildings, cloudy-bright sky"" }, ""lighting"": { ""type"": ""bright diffused afternoon light"", ""mood"": ""soft, pastel, airy"" }, ""camera"": { ""angle"": ""mid to low angle"", ""lens_effect"": ""wide lens with mild depth warp"", ""framing"": ""subject centered with plenty of room for decoration layers"" }, ""art_overlay"": { ""style"": ""dense maximalist sweets-monster pop-art cluster"", ""illustrated_elements"": { ""monsters"": ""banana ghosts, donut creatures, strawberry heads, melting chocolate blobs, cookie beasts, gummy worms, tiny soda-bottle critters"", ""graphic_shapes"": ""neon stars, hearts, zigzags, drips, splashes, bubbles, speed lines, text bursts without text"", ""style"": ""flat neon colors (pink, cyan, lime, yellow, purple) with thick black outlines"" }, ""placement_and_density"": { ""behind_subject"": ""entire background packed with overlapping sweets monsters"", ""around_subject"": ""monsters peeking near shoulders, feet, and around hair silhouette"", ""over_clothing"": ""some creatures rest on hoodie, skirt, and shoes with small clothing shadows"", ""avoid_skin"": ""face, legs, and arms remain clean and photorealistic"", ""depth_layers"": ""layers in front and behind create stacked chaotic depth"", ""energy_effects"": ""glowing rim lines, white spark dots, motion lines surrounding her"" } }, ""style"": { ""overall"": ""pastel street photography overwhelmed by neon sweets-monster pop-art"", ""aesthetic"": ""cute, overloaded, vibrant, surreal"" } }",Social Viral,Mixed,3,"Playful, unique pop-art overlay; interesting for social media, but niche."
youmind_v2_1089,"@Ditherly - Creative AI Hub","Prompt{
  ""image_generation"": {
    ""identity_requirements"": {
      ""face"": {
        ""preserve_original"": true,
        ""exact_match"": true,
        ""description"": ""Precisely maintain the subject’s original facial structure, proportions, and recognizable identity from the reference image.""
      },
      ""hair"": {
        ""preserve_original"": true,
        ""exact_match"": true,
        ""description"": ""Reproduce the subject’s hairstyle exactly as seen in the reference image — same length, parting, texture, and flow.""
      }
    },

    ""setting"": {
      ""location"": ""gritty neon-lit urban alleyway"",
      ""background"": {
        ""elements"": [
          ""harsh overhead alley light"",
          ""textured brick walls"",
          ""soft urban haze"",
          ""scattered pavement details""
        ],
        ""description"": ""A moody, cinematic alley illuminated by a single bright overhead lamp, casting dramatic shadows and atmospheric glow.""
      }
    },

    ""scene"": {
      ""environment"": {
        ""type"": ""noir-inspired urban nightscape"",
        ""description"": ""The subject is placed in a dim, atmospheric alleyway with muted colors, soft haze, and glowing light bloom.""
      },
      ""effects"": {
        ""light_bloom"": ""strong glow from the overhead lamp creating a dreamy, diffused halo"",
        ""film_grain"": ""soft vintage grain giving a cinematic analog-film feel"",
        ""ambient_smoke"": ""thin wisps drifting through frame for added mood""
      }
    },

    ""subject"": {
      ""pose"": {
        ""body_position"": ""crouching low near the alley wall, weight shifted slightly to one side"",
        ""hand_positions"": {
          ""right_hand"": ""holding a cigarette loosely near the ground"",
          ""left_hand"": ""resting relaxed or placed naturally for balance""
        },
        ""camera_direction"": ""She faces the camera with a calm, cool, slightly defiant expression.""
      },

      ""clothing"": {
        ""outerwear"": ""dark leather or faux-leather jacket with subtle shine"",
        ""footwear"": ""dark boots appropriate for a street-style look"",
        ""details"": ""Realistic texture with specular highlights catching the alley lighting.""
      },

      ""expression"": ""moody, confident, slightly distant — a soft, cinematic stare.""
    },

    ""camera"": {
      ""aspect_ratio"": ""9:16 portrait"",
      ""style"": ""moody cinematic photography with shallow depth of field and analog-film aesthetics"",
      ""lighting"": {
        ""type"": ""harsh overhead alley light with soft ambient spill"",
        ""effects"": [
          ""glow and bloom around bright sources"",
          ""soft side shadows shaping the face"",
          ""slight greenish-teal urban tint""
        ]
      }
    },

    ""aesthetic"": {
      ""mood"": ""gritty, atmospheric, intimate, cinematic"",
      ""style"": [
        ""neo-noir realism"",
        ""moody film-photography look"",
        ""urban night portraiture""
      ]
    }
  }
}",Editorial,Gritty,3,"Gritty neo-noir alley, cinematic lighting, strong mood and character."
youmind_v2_1204,"@Taaruk","Prompt{
  ""Objective"": ""Generate an ultra-realistic 8K cinematic full-size winter portrait of the subject sitting gracefully in the snowy landscapes of Jammu & Kashmir."",
  
  ""Identity_Safety"": ""Maintain facial features, hairstyle, and overall appearance consistent with the provided reference image."",

  ""Subject"": {
    ""Appearance"": {
      ""Expression"": ""Confident yet relaxed"",
      ""Posture"": ""Sitting on a snow-covered rock or bench with one leg slightly bent and hands relaxed naturally"",
      ""Accessories"": {
        ""Eyewear"": ""Green circle sunglasses"",
        ""Watch"": ""Touch-circle smartwatch"",
        ""Phone"": ""iPhone 16 Pro Max in hand""
      }
    },
    ""Wardrobe"": {
      ""Jacket"": ""Premium winter fashion fur-lined puffer jacket"",
      ""Shirt"": ""Maroon t-shirt"",
      ""Pants"": ""Baggy jeans"",
      ""Shoes"": ""Leather trekking boots""
    }
  },

  ""Scene_Description"": {
    ""Location"": ""Snowy landscapes of Jammu & Kashmir"",
    ""Environment"": {
      ""Setting"": ""Open snowy terrain with natural Himalayan ambiance"",
      ""Weather"": ""Gentle snowfall"",
      ""Details"": [
        ""Snow-covered ground and rocks"",
        ""Majestic mountainous background""
      ]
    },
    ""Atmosphere"": ""Cinematic, serene, majestic winter environment with deep realism and soft mood""
  },

  ""Lighting"": {
    ""Type"": ""Soft natural winter lighting"",
    ""Effects"": [
      ""Clean highlights on face and jacket"",
      ""Subtle shadows for depth"",
      ""Snow particles illuminated softly in the air""
    ]
  },

  ""Visual_Style"": {
    ""Resolution"": ""8K ultra-realistic"",
    ""Aesthetic"": ""Cinematic outdoor portrait"",
    ""Detail_Characteristics"": [
      ""High texture detail in clothing and snow"",
      ""Natural skin pores and sharp facial clarity"",
      ""Realistic reflections on sunglasses"",
      ""Depth-rich snowy landscape""
    ],
    ""Color_Profile"": ""Cool winter tones with natural maroon, denim, and earthy boot accents""
  },

  ""Output_Requirements"": {
    ""Format"": ""Image"",
    ""Quality"": ""Cinematic-grade, full-body ultra-realistic portrait"",
    ""Orientation"": ""Full-size vertical or landscape composition""
  }
}",Fashion,Editorial,3,"Detailed cinematic winter fashion portrait in a majestic landscape."
